parameters: n=9 l=4 k=1 p=5 q=3 m=10
TOTAL 810 solutions found
EXPR: 0 | POS | INT | 0 | 90 | 224 | ((24*2)*(14/3))=x | 24 2 * 14 3 / * x = | 24:bicycle 2:wheel *:wheel 14:tricycle 3:wheel /:tricycle *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 528 | ((24*2)*(14-3))=x | 24 2 * 14 3 - * x = | 24:bicycle 2:wheel *:wheel 14:tricycle 3:tricycle -:tricycle *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 186 | (((24*2)+14)*3)=x | 24 2 * 14 + 3 * x = | 24:bicycle 2:tricycle *:tricycle 14:tricycle +:tricycle 3:wheel *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 102 | (((24*2)-14)*3)=x | 24 2 * 14 - 3 * x = | 24:bicycle 2:tricycle *:tricycle 14:tricycle -:tricycle 3:wheel *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 102 | (((24*2)-14)*3)=x | 24 2 * 14 - 3 * x = | 24:bicycle 2:wheel *:bicycle 14:bicycle -:bicycle 3:wheel *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 224 | ((24*2)*(14/3))=x | 24 2 * 14 3 / * x = | 24:bicycle 2:wheel *:bicycle 14:tricycle 3:wheel /:tricycle *:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 10 | 90 | 56 | ((24/2)*(14/3))=x | 24 2 / 14 3 / * x = | 24:bicycle 2:wheel /:bicycle 14:tricycle 3:wheel /:tricycle *:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 10 | 90 | 224 | ((24*2)*(14/3))=x | 24 2 * 14 3 / * x = | 24:bicycle 2:wheel *:wheel 14:tricycle 3:wheel /:tricycle *:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 10 | 90 | 456 | (24*((2+14)+3))=x | 24 2 14 + 3 + * x = | 24:bicycle 2:wheel 14:wheel +:wheel 3:wheel +:wheel *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 600 | x=(24*((2*14)-3)) | x 24 2 14 * 3 - * = | x:bicycle 24:bicycle 2:wheel 14:tricycle *:wheel 3:wheel -:wheel *:bicycle =:bicycle
EXPR: 0 | POS | INT | 10 | 90 | 744 | x=(24*((2*14)+3)) | x 24 2 14 * 3 + * = | x:bicycle 24:bicycle 2:wheel 14:tricycle *:wheel 3:wheel +:wheel *:bicycle =:bicycle
EXPR: 0 | POS | INT | 10 | 90 | 171 | x=(((24/2)*14)+3) | x 24 2 / 14 * 3 + = | x:wheel 24:bicycle 2:wheel /:bicycle 14:wheel *:wheel 3:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 102 | x=(((24*2)-14)*3) | x 24 2 * 14 - 3 * = | x:wheel 24:bicycle 2:wheel *:bicycle 14:bicycle -:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 186 | x=(((24*2)+14)*3) | x 24 2 * 14 + 3 * = | x:wheel 24:bicycle 2:wheel *:bicycle 14:bicycle +:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 456 | x=(24*(2+(14+3))) | x 24 2 14 3 + + * = | x:wheel 24:bicycle 2:wheel 14:wheel 3:wheel +:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 312 | x=(24*(2+(14-3))) | x 24 2 14 3 - + * = | x:wheel 24:bicycle 2:wheel 14:wheel 3:wheel -:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 78 | x=(((24/2)+14)*3) | x 24 2 / 14 + 3 * = | x:wheel 24:bicycle 2:wheel /:bicycle 14:bicycle +:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 11 | 90 | 186 | (((24*2)+14)*3)=x | 24 2 * 14 + 3 * x = | 24:bicycle 2:tricycle *:tricycle 14:tricycle +:tricycle 3:wheel *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 11 | 90 | 224 | ((24*2)*(14/3))=x | 24 2 * 14 3 / * x = | 24:bicycle 2:wheel *:bicycle 14:tricycle 3:wheel /:tricycle *:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 11 | 90 | 456 | (24*((2+14)+3))=x | 24 2 14 + 3 + * x = | 24:bicycle 2:wheel 14:wheel +:wheel 3:wheel +:wheel *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 11 | 90 | 600 | x=(24*((2*14)-3)) | x 24 2 14 * 3 - * = | x:bicycle 24:bicycle 2:wheel 14:tricycle *:wheel 3:wheel -:wheel *:bicycle =:bicycle
EXPR: 0 | POS | INT | 11 | 90 | 744 | x=(24*((2*14)+3)) | x 24 2 14 * 3 + * = | x:bicycle 24:bicycle 2:wheel 14:tricycle *:wheel 3:wheel +:wheel *:bicycle =:bicycle
EXPR: 0 | POS | INT | 11 | 90 | 186 | x=(((24*2)+14)*3) | x 24 2 * 14 + 3 * = | x:wheel 24:bicycle 2:wheel *:bicycle 14:bicycle +:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 11 | 90 | 456 | x=(24*(2+(14+3))) | x 24 2 14 3 + + * = | x:wheel 24:bicycle 2:wheel 14:wheel 3:wheel +:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 11 | 90 | 78 | x=(((24/2)+14)*3) | x 24 2 / 14 + 3 * = | x:wheel 24:bicycle 2:wheel /:bicycle 14:bicycle +:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 12 | 90 | 3 | (((24-x)*2)/14)=3 | 24 x - 2 * 14 / 3 = | 24:bicycle x:bicycle -:bicycle 2:wheel *:wheel 14:tricycle /:wheel 3:wheel =:wheel
EXPR: 0 | POS | INT | 12 | 90 | 224 | (((24*2)/3)*14)=x | 24 2 * 3 / 14 * x = | 24:bicycle 2:wheel *:bicycle 3:wheel /:bicycle 14:wheel *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 12 | 90 | 224 | (((24*2)/3)*14)=x | 24 2 * 3 / 14 * x = | 24:bicycle 2:wheel *:bicycle 3:wheel /:bicycle 14:tricycle *:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 12 | 90 | 341 | (((24*14)+2)+3)=x | 24 14 * 2 + 3 + x = | 24:bicycle 14:wheel *:wheel 2:wheel +:wheel 3:wheel +:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 12 | 90 | 56 | ((24/2)*(14/x))=3 | 24 2 / 14 x / * 3 = | 24:bicycle 2:wheel /:bicycle 14:tricycle x:wheel /:tricycle *:tricycle 3:tricycle =:tricycle
EXPR: 0 | POS | INT | 12 | 90 | 666 | x=(2*((24*14)-3)) | x 2 24 14 * 3 - * = | x:wheel 2:wheel 24:bicycle 14:tricycle *:bicycle 3:bicycle -:bicycle *:wheel =:wheel
EXPR: 0 | POS | INT | 12 | 90 | 50 | x=((24-14)*(2+3)) | x 24 14 - 2 3 + * = | x:wheel 24:bicycle 14:bicycle -:bicycle 2:wheel 3:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 12 | 90 | 504 | x=(((24*14)/2)*3) | x 24 14 * 2 / 3 * = | x:wheel 24:bicycle 14:tricycle *:bicycle 2:tricycle /:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 12 | 90 | 216 | x=(24*((14-2)-3)) | x 24 14 2 - 3 - * = | x:wheel 24:bicycle 14:wheel 2:wheel -:wheel 3:wheel -:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 12 | 90 | 504 | x=(((24*14)/2)*3) | x 24 14 * 2 / 3 * = | x:bicycle 24:bicycle 14:tricycle *:bicycle 2:wheel /:bicycle 3:wheel *:bicycle =:bicycle
EXPR: 0 | POS | INT | 12 | 90 | 224 | x=(((24*2)/3)*14) | x 24 2 * 3 / 14 * = | x:wheel 24:bicycle 2:wheel *:wheel 3:tricycle /:wheel 14:tricycle *:wheel =:wheel
EXPR: 0 | POS | INT | 13 | 90 | 224 | (((24*2)/3)*14)=x | 24 2 * 3 / 14 * x = | 24:bicycle 2:wheel *:bicycle 3:wheel /:bicycle 14:tricycle *:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 13 | 90 | 341 | (((24*14)+2)+3)=x | 24 14 * 2 + 3 + x = | 24:bicycle 14:wheel *:wheel 2:wheel +:wheel 3:wheel +:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 13 | 90 | 666 | x=(2*((24*14)-3)) | x 2 24 14 * 3 - * = | x:wheel 2:wheel 24:bicycle 14:tricycle *:bicycle 3:bicycle -:bicycle *:wheel =:wheel
EXPR: 0 | POS | INT | 13 | 90 | 50 | x=((24-14)*(2+3)) | x 24 14 - 2 3 + * = | x:wheel 24:bicycle 14:bicycle -:bicycle 2:wheel 3:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 13 | 90 | 504 | x=(((24*14)/2)*3) | x 24 14 * 2 / 3 * = | x:wheel 24:bicycle 14:tricycle *:bicycle 2:tricycle /:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 13 | 90 | 216 | x=(24*((14-2)-3)) | x 24 14 2 - 3 - * = | x:wheel 24:bicycle 14:wheel 2:wheel -:wheel 3:wheel -:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 13 | 90 | 224 | x=(((24*2)/3)*14) | x 24 2 * 3 / 14 * = | x:wheel 24:bicycle 2:wheel *:wheel 3:tricycle /:wheel 14:tricycle *:wheel =:wheel
EXPR: 0 | POS | INT | 15 | 90 | 1152 | ((24*3)*(2+14))=x | 24 3 * 2 14 + * x = | 24:bicycle 3:wheel *:bicycle 2:wheel 14:wheel +:wheel *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 15 | 90 | 224 | (((24*14)/3)*2)=x | 24 14 * 3 / 2 * x = | 24:bicycle 14:tricycle *:bicycle 3:tricycle /:bicycle 2:wheel *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 15 | 90 | 30 | x=(((24/3)*2)+14) | x 24 3 / 2 * 14 + = | x:wheel 24:bicycle 3:wheel /:bicycle 2:wheel *:wheel 14:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 15 | 90 | 504 | x=(((24*3)/2)*14) | x 24 3 * 2 / 14 * = | x:wheel 24:bicycle 3:wheel *:bicycle 2:wheel /:bicycle 14:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 15 | 90 | 224 | x=(((24*14)/3)*2) | x 24 14 * 3 / 2 * = | x:wheel 24:bicycle 14:tricycle *:bicycle 3:tricycle /:bicycle 2:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 16 | 90 | 30 | x=(((24/3)*2)+14) | x 24 3 / 2 * 14 + = | x:wheel 24:bicycle 3:wheel /:bicycle 2:wheel *:wheel 14:wheel +:wheel =:wheel
EXPR: 1 | POS | INT | 20 | 90 | 90 | ((24*2)+(14*3))=x | 24 2 * 14 3 * + x = | 24:bicycle 2:tricycle *:tricycle 14:tricycle 3:wheel *:tricycle +:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 20 | 90 | 6 | ((24*2)-(14*3))=x | 24 2 * 14 3 * - x = | 24:bicycle 2:tricycle *:tricycle 14:tricycle 3:wheel *:tricycle -:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 20 | 90 | 311 | (((24-2)*14)+3)=x | 24 2 - 14 * 3 + x = | 24:bicycle 2:bicycle -:bicycle 14:wheel *:wheel 3:wheel +:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 128 | ((24*(2+14))/3)=x | 24 2 14 + * 3 / x = | 24:bicycle 2:tricycle 14:tricycle +:tricycle *:tricycle 3:wheel /:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 20 | 90 | 744 | (24*((2*14)+3))=x | 24 2 14 * 3 + * x = | 24:bicycle 2:tricycle 14:wheel *:wheel 3:wheel +:wheel *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 186 | (((24*2)+14)*3)=x | 24 2 * 14 + 3 * x = | 24:bicycle 2:wheel *:wheel 14:wheel +:wheel 3:bicycle *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 160 | (24*(2+(14/3)))=x | 24 2 14 3 / + * x = | 24:bicycle 2:wheel 14:wheel 3:tricycle /:wheel +:wheel *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 128 | x=(24*((2+14)/3)) | x 24 2 14 + 3 / * = | x:bicycle 24:bicycle 2:tricycle 14:tricycle +:tricycle 3:wheel /:tricycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 20 | 90 | 36 | x=(((24+2)-14)*3) | x 24 2 + 14 - 3 * = | x:wheel 24:bicycle 2:bicycle +:bicycle 14:bicycle -:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 24 | x=(((24-2)-14)*3) | x 24 2 - 14 - 3 * = | x:wheel 24:bicycle 2:bicycle -:bicycle 14:bicycle -:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 171 | x=(((24/2)*14)+3) | x 24 2 / 14 * 3 + = | x:bicycle 24:bicycle 2:wheel /:bicycle 14:tricycle *:bicycle 3:bicycle +:bicycle =:bicycle
EXPR: 0 | POS | INT | 20 | 90 | 224 | x=(24*((2*14)/3)) | x 24 2 14 * 3 / * = | x:bicycle 24:bicycle 2:bicycle 14:tricycle *:tricycle 3:wheel /:tricycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 20 | 90 | 224 | x=((24*2)*(14/3)) | x 24 2 * 14 3 / * = | x:bicycle 24:bicycle 2:wheel *:wheel 14:bicycle 3:wheel /:bicycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 21 | 90 | 94 | (((2+3)*14)+24)=x | 2 3 + 14 * 24 + x = | 2:wheel 3:wheel +:wheel 14:tricycle *:wheel 24:wheel +:wheel x:wheel =:wheel
EXPR: 1 | POS | INT | 21 | 90 | 90 | ((24*2)+(14*3))=x | 24 2 * 14 3 * + x = | 24:bicycle 2:tricycle *:tricycle 14:tricycle 3:wheel *:tricycle +:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 21 | 90 | 128 | ((24*(2+14))/3)=x | 24 2 14 + * 3 / x = | 24:bicycle 2:tricycle 14:tricycle +:tricycle *:tricycle 3:wheel /:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 21 | 90 | 744 | (24*((2*14)+3))=x | 24 2 14 * 3 + * x = | 24:bicycle 2:tricycle 14:wheel *:wheel 3:wheel +:wheel *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 36 | x=(((24+2)-14)*3) | x 24 2 + 14 - 3 * = | x:wheel 24:bicycle 2:bicycle +:bicycle 14:bicycle -:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 24 | x=(((24-2)-14)*3) | x 24 2 - 14 - 3 * = | x:wheel 24:bicycle 2:bicycle -:bicycle 14:bicycle -:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 110 | 3=((24/(2+x))*14) | 3 24 2 x + / 14 * = | 3:bicycle 24:bicycle 2:wheel x:wheel +:wheel /:bicycle 14:tricycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 21 | 90 | 171 | x=(((24/2)*14)+3) | x 24 2 / 14 * 3 + = | x:bicycle 24:bicycle 2:wheel /:bicycle 14:tricycle *:bicycle 3:bicycle +:bicycle =:bicycle
EXPR: 0 | POS | INT | 21 | 90 | 224 | x=(24*((2*14)/3)) | x 24 2 14 * 3 / * = | x:bicycle 24:bicycle 2:bicycle 14:tricycle *:tricycle 3:wheel /:tricycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 22 | 90 | 56 | ((24*14)/(2*3))=x | 24 14 * 2 3 * / x = | 24:bicycle 14:tricycle *:tricycle 2:bicycle 3:wheel *:bicycle /:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 22 | 90 | 342 | ((24*14)+(2*3))=x | 24 14 * 2 3 * + x = | 24:bicycle 14:wheel *:wheel 2:wheel 3:tricycle *:wheel +:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 94 | (((2+3)*14)+24)=x | 2 3 + 14 * 24 + x = | 2:wheel 3:wheel +:wheel 14:tricycle *:wheel 24:wheel +:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 30 | (((24*2)/3)+14)=x | 24 2 * 3 / 14 + x = | 24:bicycle 2:wheel *:wheel 3:bicycle /:wheel 14:wheel +:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 114 | x=(2+(24*(14/3))) | x 2 24 14 3 / * + = | x:wheel 2:wheel 24:bicycle 14:wheel 3:bicycle /:wheel *:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 224 | (((24*2)/x)*14)=3 | 24 2 * x / 14 * 3 = | 24:bicycle 2:tricycle *:tricycle x:wheel /:tricycle 14:wheel *:wheel 3:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 320 | x=(24*(14-(2/3))) | x 24 14 2 3 / - * = | x:wheel 24:bicycle 14:wheel 2:wheel 3:bicycle /:wheel -:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 352 | x=(24*(14+(2/3))) | x 24 14 2 3 / + * = | x:wheel 24:bicycle 14:wheel 2:wheel 3:bicycle /:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 504 | x=(((24*14)/2)*3) | x 24 14 * 2 / 3 * = | x:wheel 24:bicycle 14:wheel *:bicycle 2:tricycle /:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 352 | x=(24*((2/3)+14)) | x 24 2 3 / 14 + * = | x:wheel 24:bicycle 2:wheel 3:tricycle /:wheel 14:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 224 | x=(((24*2)/3)*14) | x 24 2 * 3 / 14 * = | x:wheel 24:bicycle 2:tricycle *:bicycle 3:wheel /:bicycle 14:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 165 | ((24*(14/2))-3)=x | 24 14 2 / * 3 - x = | 24:bicycle 14:wheel 2:tricycle /:wheel *:wheel 3:wheel -:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 171 | ((24*(14/2))+3)=x | 24 14 2 / * 3 + x = | 24:bicycle 14:wheel 2:tricycle /:wheel *:wheel 3:wheel +:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 480 | x=(24*((2*3)+14)) | x 24 2 3 * 14 + * = | x:wheel 24:bicycle 2:wheel 3:tricycle *:wheel 14:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 23 | 90 | 352 | x=(24*(14+(2/3))) | x 24 14 2 3 / + * = | x:wheel 24:bicycle 14:wheel 2:wheel 3:bicycle /:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 23 | 90 | 352 | x=(24*((2/3)+14)) | x 24 2 3 / 14 + * = | x:wheel 24:bicycle 2:wheel 3:tricycle /:wheel 14:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 24 | 90 | 224 | ((24*14)*(2/x))=3 | 24 14 * 2 x / * 3 = | 24:bicycle 14:tricycle *:bicycle 2:tricycle x:wheel /:tricycle *:tricycle 3:tricycle =:tricycle
EXPR: 0 | POS | INT | 24 | 90 | 2 | (((24*2)/3)-x)=14 | 24 2 * 3 / x - 14 = | 24:bicycle 2:wheel *:wheel 3:tricycle /:wheel x:wheel -:wheel 14:wheel =:wheel
EXPR: 0 | POS | INT | 25 | 90 | 406 | (((24+3)+2)*14)=x | 24 3 + 2 + 14 * x = | 24:wheel 3:wheel +:wheel 2:wheel +:wheel 14:bicycle *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 25 | 90 | 504 | ((24*14)*(3/2))=x | 24 14 * 3 2 / * x = | 24:bicycle 14:wheel *:wheel 3:tricycle 2:wheel /:tricycle *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 25 | 90 | 44 | ((24*3)-(2*14))=x | 24 3 * 2 14 * - x = | 24:bicycle 3:wheel *:wheel 2:tricycle 14:wheel *:wheel -:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 25 | 90 | 100 | ((24*3)+(2*14))=x | 24 3 * 2 14 * + x = | 24:bicycle 3:wheel *:wheel 2:tricycle 14:wheel *:wheel +:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 25 | 90 | 3 | (24-((3/2)*14))=x | 24 3 2 / 14 * - x = | 24:wheel 3:wheel 2:bicycle /:wheel 14:tricycle *:wheel -:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 25 | 90 | 45 | (24+((3/2)*14))=x | 24 3 2 / 14 * + x = | 24:wheel 3:wheel 2:bicycle /:wheel 14:tricycle *:wheel +:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 25 | 90 | 504 | (((24*3)/2)*14)=x | 24 3 * 2 / 14 * x = | 24:bicycle 3:wheel *:bicycle 2:tricycle /:bicycle 14:wheel *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 25 | 90 | 43 | x=(14+((24+2)+3)) | x 14 24 2 + 3 + + = | x:wheel 14:wheel 24:wheel 2:wheel +:wheel 3:wheel +:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 25 | 90 | 56 | x=(((24-3)*2)+14) | x 24 3 - 2 * 14 + = | x:wheel 24:bicycle 3:bicycle -:bicycle 2:wheel *:wheel 14:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 25 | 90 | 224 | x=(((24*14)/3)*2) | x 24 14 * 3 / 2 * = | x:wheel 24:bicycle 14:wheel *:bicycle 3:tricycle /:bicycle 2:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 25 | 90 | 30 | x=(((24/3)*2)+14) | x 24 3 / 2 * 14 + = | x:wheel 24:bicycle 3:tricycle /:bicycle 2:wheel *:wheel 14:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 25 | 90 | 68 | x=(((24+3)*2)+14) | x 24 3 + 2 * 14 + = | x:wheel 24:bicycle 3:bicycle +:bicycle 2:wheel *:wheel 14:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 25 | 90 | 40 | x=(((24+3)*2)-14) | x 24 3 + 2 * 14 - = | x:wheel 24:bicycle 3:bicycle +:bicycle 2:wheel *:wheel 14:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 25 | 90 | 350 | x=(14*((24-2)+3)) | x 14 24 2 - 3 + * = | x:wheel 14:bicycle 24:wheel 2:wheel -:wheel 3:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 26 | 90 | 406 | (((24+3)+2)*14)=x | 24 3 + 2 + 14 * x = | 24:wheel 3:wheel +:wheel 2:wheel +:wheel 14:bicycle *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 26 | 90 | 100 | ((24*3)+(2*14))=x | 24 3 * 2 14 * + x = | 24:bicycle 3:wheel *:wheel 2:tricycle 14:wheel *:wheel +:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 26 | 90 | 45 | (24+((3/2)*14))=x | 24 3 2 / 14 * + x = | 24:wheel 3:wheel 2:bicycle /:wheel 14:tricycle *:wheel +:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 26 | 90 | 59 | 3=(14+((24*2)-x)) | 3 14 24 2 * x - + = | 3:wheel 14:wheel 24:bicycle 2:wheel *:wheel x:wheel -:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 26 | 90 | 43 | x=(14+((24+2)+3)) | x 14 24 2 + 3 + + = | x:wheel 14:wheel 24:wheel 2:wheel +:wheel 3:wheel +:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 26 | 90 | 224 | x=(((24*14)/3)*2) | x 24 14 * 3 / 2 * = | x:wheel 24:bicycle 14:wheel *:bicycle 3:tricycle /:bicycle 2:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 26 | 90 | 2 | 2=((x*(24/3))-14) | 2 x 24 3 / * 14 - = | 2:wheel x:wheel 24:tricycle 3:wheel /:tricycle *:wheel 14:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 26 | 90 | 350 | x=(14*((24-2)+3)) | x 14 24 2 - 3 + * = | x:wheel 14:bicycle 24:wheel 2:wheel -:wheel 3:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 27 | 90 | 240 | x=(24*(3+(14/2))) | x 24 3 14 2 / + * = | x:bicycle 24:bicycle 3:tricycle 14:tricycle 2:wheel /:tricycle +:tricycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 27 | 90 | 93 | x=(((14/2)+24)*3) | x 14 2 / 24 + 3 * = | x:bicycle 14:bicycle 2:wheel /:bicycle 24:bicycle +:bicycle 3:wheel *:bicycle =:bicycle
